wine,category,vintage,price,location,quantity
Château Cos d'Estournel 2002,Bordeaux Red,2002,620,Wine Fridge Starboard,1
Château Pichon Baron 2010,Bordeaux Red,2010,720,Main Cellar A2,1
Château Haut-Brion 2005,Bordeaux Red,2005,295,Wine Fridge Starboard,1
Château Mouton Rothschild 2012,Bordeaux Red,2012,310,Main Cellar B1,1
Château Pontet‑Canet 2012,Bordeaux Red,2012,895,Main Cellar A1,1
Château Ducru-Beaucaillou 2009,Bordeaux Red,2009,290,Guest Pantry 2,1
Château Giscours 2016,Bordeaux Red,2016,1530,Main Cellar A1,1
Château Calon‑Ségur 2005,Bordeaux Red,2005,500,Guest Pantry 2,1
Château Rauzan‑Ségla 2018,Bordeaux Red,2018,1725,Main Cellar B3,1
Château Ducru-Beaucaillou 2009,Bordeaux Red,2009,1505,Fridge 2,1
Château Lafite Rothschild 2018,Bordeaux Red,2018,270,Fridge 2,1
Château Mouton Rothschild 2010,Bordeaux Red,2010,955,Main Cellar B1,1
Château Haut-Brion 2010,Bordeaux Red,2010,1185,Main Cellar B1,1
Château Brane‑Cantenac 2016,Bordeaux Red,2016,370,Guest Pantry 1,1
Château Talbot 2002,Bordeaux Red,2002,565,Wine Fridge Port,1
Château Beychevelle 2002,Bordeaux Red,2002,865,Main Cellar A1,1
Château Latour 2018,Bordeaux Red,2018,940,Fridge 1,1
Château Beychevelle 2000,Bordeaux Red,2000,315,Fridge 2,1
Château Cos d'Estournel 2018,Bordeaux Red,2018,395,Wine Fridge Port,1
Château Pichon Baron 2008,Bordeaux Red,2008,630,Wine Fridge Starboard,1
Château Calon‑Ségur 2009,Bordeaux Red,2009,860,Fridge 2,1
Château Lynch‑Bages 2015,Bordeaux Red,2015,1050,Fridge 1,1
Château Pontet‑Canet 2002,Bordeaux Red,2002,480,Main Cellar B3,1
Château Lafite Rothschild 2015,Bordeaux Red,2015,1145,Wine Fridge Starboard,1
Château Margaux 2008,Bordeaux Red,2008,640,Fridge 1,1
Château Ducru-Beaucaillou 2016,Bordeaux Red,2016,495,Guest Pantry 1,1
Château Pontet‑Canet 2018,Bordeaux Red,2018,255,Main Cellar A1,1
Château Rauzan‑Ségla 2005,Bordeaux Red,2005,525,Main Cellar B3,1
Château Montrose 2018,Bordeaux Red,2018,475,Guest Pantry 1,1
Château Léoville Las Cases 2008,Bordeaux Red,2008,450,Main Cellar A2,1
Château Palmer 2012,Bordeaux Red,2012,640,Main Cellar B3,1
Château Pontet‑Canet 2016,Bordeaux Red,2016,345,Fridge 1,1
Château Lynch‑Bages 1996,Bordeaux Red,1996,520,Fridge 2,1
Château Giscours 2009,Bordeaux Red,2009,1015,Main Cellar B3,1
Château Pontet‑Canet 2008,Bordeaux Red,2008,915,Fridge 2,1
Château Cos d'Estournel 2014,Bordeaux Red,2014,1925,Wine Fridge Starboard,1
Château Palmer 2018,Bordeaux Red,2018,1020,Guest Pantry 1,1
Château Ducru-Beaucaillou 2018,Bordeaux Red,2018,810,Wine Fridge Port,1
Château Lynch‑Bages 2009,Bordeaux Red,2009,550,Main Cellar B1,1
Château Palmer 2012,Bordeaux Red,2012,595,Fridge 2,1
Château Pontet‑Canet 2019,Bordeaux Red,2019,255,Main Cellar A2,1
Château Beychevelle 2008,Bordeaux Red,2008,1085,Guest Pantry 1,1
Château Ducru-Beaucaillou 2002,Bordeaux Red,2002,690,Main Cellar B3,1
Château Lafite Rothschild 2002,Bordeaux Red,2002,310,Fridge 1,1
Château Talbot 2018,Bordeaux Red,2018,585,Main Cellar A2,1
Château Pichon Baron 2002,Bordeaux Red,2002,1265,Main Cellar A1,1
Château Haut-Brion 2002,Bordeaux Red,2002,1610,Wine Fridge Starboard,1
Château Lynch‑Bages 2008,Bordeaux Red,2008,1075,Main Cellar A1,1
Château Pichon Baron 2016,Bordeaux Red,2016,630,Guest Pantry 2,1
Château Lafite Rothschild 2012,Bordeaux Red,2012,620,Guest Pantry 2,1
Château Lafite Rothschild 2015,Bordeaux Red,2015,335,Guest Pantry 2,1
Château Pichon Comtesse 2014,Bordeaux Red,2014,1065,Main Cellar A1,1
Château Latour 2018,Bordeaux Red,2018,480,Wine Fridge Starboard,1
Château Cos d'Estournel 2015,Bordeaux Red,2015,1160,Main Cellar A1,1
Château Lafite Rothschild 2018,Bordeaux Red,2018,505,Fridge 1,1
Château Calon‑Ségur 2017,Bordeaux Red,2017,450,Guest Pantry 2,1
Château Pichon Comtesse 2002,Bordeaux Red,2002,790,Main Cellar A2,1
Château Pontet‑Canet 2012,Bordeaux Red,2012,860,Fridge 1,1
Château Pontet‑Canet 2019,Bordeaux Red,2019,365,Wine Fridge Starboard,1
Château Brane‑Cantenac 2009,Bordeaux Red,2009,460,Wine Fridge Starboard,1
Château Ducru-Beaucaillou 2021,Bordeaux Red,2021,585,Guest Pantry 1,1
Château Rauzan‑Ségla 2015,Bordeaux Red,2015,680,Wine Fridge Port,1
Domaine de Chevalier Blanc 2016,Bordeaux White,2016,230,Guest Pantry 1,1
Château Haut‑Brion Blanc 2015,Bordeaux White,2015,310,Main Cellar A2,1
Pavillon Blanc du Château Margaux 2012,Bordeaux White,2012,475,Fridge 1,1
Château Haut‑Brion Blanc 2018,Bordeaux White,2018,545,Main Cellar B1,1
Château Haut‑Brion Blanc 2016,Bordeaux White,2016,185,Main Cellar B1,1
Domaine de Chevalier Blanc 2012,Bordeaux White,2012,325,Main Cellar B1,1
Château Pape Clément Blanc 2022,Bordeaux White,2022,530,Wine Fridge Port,1
Château Haut‑Brion Blanc 2006,Bordeaux White,2006,180,Main Cellar B3,1
Château Carbonnieux Blanc 2015,Bordeaux White,2015,410,Fridge 1,1
Château Carbonnieux Blanc 2012,Bordeaux White,2012,770,Main Cellar A1,1
Château Haut‑Brion Blanc 2016,Bordeaux White,2016,735,Fridge 1,1
Pavillon Blanc du Château Margaux 2012,Bordeaux White,2012,355,Main Cellar A1,1
Château Pape Clément Blanc 2014,Bordeaux White,2014,155,Main Cellar B3,1
Château Haut‑Brion Blanc 2002,Bordeaux White,2002,565,Guest Pantry 1,1
Pavillon Blanc du Château Margaux 2009,Bordeaux White,2009,340,Fridge 1,1
Pavillon Blanc du Château Margaux 2010,Bordeaux White,2010,440,Fridge 2,1
Château Pape Clément Blanc 2008,Bordeaux White,2008,155,Guest Pantry 1,1
Château Pape Clément Blanc 2010,Bordeaux White,2010,380,Guest Pantry 1,1
Château Haut‑Brion Blanc 2002,Bordeaux White,2002,155,Main Cellar B1,1
Domaine de Chevalier Blanc 2018,Bordeaux White,2018,360,Wine Fridge Starboard,1
Château Carbonnieux Blanc 2018,Bordeaux White,2018,685,Guest Pantry 2,1
Château Haut‑Brion Blanc 2015,Bordeaux White,2015,425,Main Cellar B1,1
Château Carbonnieux Blanc 2008,Bordeaux White,2008,475,Main Cellar A1,1
Château Haut‑Brion Blanc 2002,Bordeaux White,2002,320,Main Cellar B1,1
Domaine de Chevalier Blanc 2016,Bordeaux White,2016,320,Main Cellar B1,1
Château Carbonnieux Blanc 2014,Bordeaux White,2014,270,Main Cellar A2,1
Château Carbonnieux Blanc 2019,Bordeaux White,2019,610,Guest Pantry 2,1
Château Haut‑Brion Blanc 2009,Bordeaux White,2009,230,Main Cellar B3,1
Pavillon Blanc du Château Margaux 2002,Bordeaux White,2002,550,Main Cellar B3,1
Château Malartic‑Lagravière Blanc 2008,Bordeaux White,2008,370,Main Cellar A2,1
Pavillon Blanc du Château Margaux 2002,Bordeaux White,2002,480,Main Cellar A2,1
Château Haut‑Brion Blanc 2008,Bordeaux White,2008,320,Wine Fridge Port,1
Château Carbonnieux Blanc 2008,Bordeaux White,2008,360,Wine Fridge Port,1
Château Malartic‑Lagravière Blanc 2016,Bordeaux White,2016,570,Guest Pantry 2,1
Château Carbonnieux Blanc 2012,Bordeaux White,2012,770,Main Cellar B3,1
Pavillon Blanc du Château Margaux 2010,Bordeaux White,2010,275,Main Cellar B1,1
Château Haut‑Brion Blanc 2010,Bordeaux White,2010,370,Wine Fridge Port,1
Château Haut‑Brion Blanc 2016,Bordeaux White,2016,345,Guest Pantry 2,1
Domaine de Chevalier Blanc 2012,Bordeaux White,2012,255,Wine Fridge Port,1
Domaine de Chevalier Blanc 2012,Bordeaux White,2012,180,Fridge 1,1
Pavillon Blanc du Château Margaux 2010,Bordeaux White,2010,235,Fridge 1,1
Château Carbonnieux Blanc 2014,Bordeaux White,2014,410,Fridge 1,1
Château Carbonnieux Blanc 2008,Bordeaux White,2008,545,Main Cellar B3,1
Château Malartic‑Lagravière Blanc 2010,Bordeaux White,2010,225,Wine Fridge Starboard,1
Pavillon Blanc du Château Margaux 2009,Bordeaux White,2009,440,Main Cellar A2,1
Château Malartic‑Lagravière Blanc 2002,Bordeaux White,2002,180,Main Cellar A1,1
Château Carbonnieux Blanc 2016,Bordeaux White,2016,245,Wine Fridge Port,1
Pavillon Blanc du Château Margaux 2015,Bordeaux White,2015,585,Wine Fridge Starboard,1
Château Haut‑Brion Blanc 2010,Bordeaux White,2010,245,Guest Pantry 2,1
Château Malartic‑Lagravière Blanc 2014,Bordeaux White,2014,220,Main Cellar B3,1
Pavillon Blanc du Château Margaux 2020,Bordeaux White,2020,435,Main Cellar A2,1
Château Carbonnieux Blanc 2010,Bordeaux White,2010,235,Wine Fridge Starboard,1
Pavillon Blanc du Château Margaux 2012,Bordeaux White,2012,675,Main Cellar B3,1
Château Malartic‑Lagravière Blanc 2010,Bordeaux White,2010,460,Guest Pantry 1,1
Château Carbonnieux Blanc 2022,Bordeaux White,2022,230,Wine Fridge Starboard,1
Château Pape Clément Blanc 2005,Bordeaux White,2005,530,Wine Fridge Port,1
Domaine de Chevalier Blanc 2009,Bordeaux White,2009,155,Main Cellar B3,1
Pavillon Blanc du Château Margaux 2008,Bordeaux White,2008,280,Fridge 2,1
Château Pape Clément Blanc 2019,Bordeaux White,2019,360,Fridge 1,1
Domaine de Chevalier Blanc 2014,Bordeaux White,2014,295,Main Cellar A2,1
Château Carbonnieux Blanc 1999,Bordeaux White,1999,325,Guest Pantry 2,1
Pavillon Blanc du Château Margaux 2016,Bordeaux White,2016,405,Wine Fridge Port,1
Domaine de Chevalier Blanc 2019,Bordeaux White,2019,480,Fridge 2,1
Pavillon Blanc du Château Margaux 2015,Bordeaux White,2015,415,Fridge 2,1
Pavillon Blanc du Château Margaux 2008,Bordeaux White,2008,335,Main Cellar B1,1
Domaine de Chevalier Blanc 2016,Bordeaux White,2016,250,Main Cellar B3,1
Château Malartic‑Lagravière Blanc 2016,Bordeaux White,2016,255,Main Cellar A1,1
Château Malartic‑Lagravière Blanc 2002,Bordeaux White,2002,475,Wine Fridge Starboard,1
Domaine de Chevalier Blanc 2018,Bordeaux White,2018,450,Guest Pantry 1,1
Domaine de Chevalier Blanc 2009,Bordeaux White,2009,620,Guest Pantry 1,1
Château Carbonnieux Blanc 2016,Bordeaux White,2016,180,Main Cellar B3,1
Château Pape Clément Blanc 2010,Bordeaux White,2010,165,Wine Fridge Starboard,1
Domaine de Chevalier Blanc 1996,Bordeaux White,1996,220,Guest Pantry 1,1
Château Carbonnieux Blanc 2019,Bordeaux White,2019,380,Wine Fridge Starboard,1
Domaine de Chevalier Blanc 2009,Bordeaux White,2009,210,Wine Fridge Starboard,1
Château Pape Clément Blanc 2022,Bordeaux White,2022,480,Wine Fridge Starboard,1
Domaine de Chevalier Blanc 2019,Bordeaux White,2019,425,Main Cellar A2,1
Château Carbonnieux Blanc 2014,Bordeaux White,2014,770,Wine Fridge Port,1
Château Carbonnieux Blanc 2019,Bordeaux White,2019,325,Wine Fridge Starboard,1
Château Malartic‑Lagravière Blanc 2015,Bordeaux White,2015,295,Fridge 1,1
Château Carbonnieux Blanc 2008,Bordeaux White,2008,475,Fridge 2,1
Château Pape Clément Blanc 2002,Bordeaux White,2002,235,Main Cellar B3,1
Pavillon Blanc du Château Margaux 2014,Bordeaux White,2014,155,Guest Pantry 1,1
Château Malartic‑Lagravière Blanc 2014,Bordeaux White,2014,250,Fridge 2,1
Château Haut‑Brion Blanc 2009,Bordeaux White,2009,455,Main Cellar A1,1
Château Haut‑Brion Blanc 2005,Bordeaux White,2005,205,Main Cellar B3,1
Château Malartic‑Lagravière Blanc 2002,Bordeaux White,2002,370,Guest Pantry 2,1
Château Carbonnieux Blanc 2002,Bordeaux White,2002,250,Wine Fridge Port,1
Pavillon Blanc du Château Margaux 2014,Bordeaux White,2014,370,Fridge 1,1
Château Haut‑Brion Blanc 2019,Bordeaux White,2019,265,Main Cellar B1,1
Domaine de Chevalier Blanc 2009,Bordeaux White,2009,315,Wine Fridge Port,1
Domaine de Chevalier Blanc 2010,Bordeaux White,2010,325,Main Cellar A2,1
Domaine de Chevalier Blanc 2010,Bordeaux White,2010,270,Fridge 1,1
Château Malartic‑Lagravière Blanc 2019,Bordeaux White,2019,235,Main Cellar A1,1
Domaine de Chevalier Blanc 2009,Bordeaux White,2009,565,Wine Fridge Port,1
Domaine de Chevalier Blanc 2009,Bordeaux White,2009,180,Main Cellar B1,1
Château Haut‑Brion Blanc 2016,Bordeaux White,2016,180,Fridge 2,1
Pavillon Blanc du Château Margaux 2008,Bordeaux White,2008,155,Guest Pantry 2,1
Domaine de Chevalier Blanc 2015,Bordeaux White,2015,540,Main Cellar A1,1
Pavillon Blanc du Château Margaux 2002,Bordeaux White,2002,250,Wine Fridge Port,1
Armand Rousseau Chambertin 2018,Burgundy Red,2018,1130,Main Cellar B3,1
Claude Dugat Gevrey 1er Cru 2009,Burgundy Red,2009,925,Main Cellar B3,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2015,Burgundy Red,2015,505,Main Cellar B3,1
Domaine Dujac Clos de la Roche 2008,Burgundy Red,2008,1730,Fridge 1,1
Joseph Drouhin Clos des Mouches 2002,Burgundy Red,2002,2205,Wine Fridge Starboard,1
Claude Dugat Gevrey 1er Cru 2002,Burgundy Red,2002,2485,Wine Fridge Port,1
Georges Roumier Bonnes‑Mares 2009,Burgundy Red,2009,725,Guest Pantry 1,1
Domaine Dujac Clos de la Roche 2008,Burgundy Red,2008,505,Main Cellar B1,1
Domaine Dujac Clos de la Roche 2005,Burgundy Red,2005,735,Main Cellar A2,1
DRC Echézeaux 2009,Burgundy Red,2009,1140,Guest Pantry 1,1
Claude Dugat Gevrey 1er Cru 2014,Burgundy Red,2014,1175,Main Cellar B1,1
DRC Echézeaux 2015,Burgundy Red,2015,1230,Guest Pantry 1,1
Domaine Dujac Clos de la Roche 2012,Burgundy Red,2012,835,Guest Pantry 1,1
Meo‑Camuzet Clos de Vougeot 2016,Burgundy Red,2016,455,Main Cellar B3,1
Georges Roumier Bonnes‑Mares 2009,Burgundy Red,2009,940,Fridge 1,1
Georges Roumier Bonnes‑Mares 2010,Burgundy Red,2010,1155,Main Cellar B3,1
Joseph Drouhin Clos des Mouches 2016,Burgundy Red,2016,1755,Main Cellar B1,1
Faiveley Mazis‑Chambertin 2019,Burgundy Red,2019,1480,Fridge 1,1
Armand Rousseau Chambertin 2012,Burgundy Red,2012,2590,Wine Fridge Port,1
Comte Liger‑Belair La Romanée 2010,Burgundy Red,2010,2505,Fridge 2,1
Denis Mortet Chambertin 2015,Burgundy Red,2015,2680,Main Cellar B3,1
Claude Dugat Gevrey 1er Cru 2010,Burgundy Red,2010,485,Wine Fridge Starboard,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2005,Burgundy Red,2005,1270,Main Cellar B3,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2002,Burgundy Red,2002,1905,Wine Fridge Starboard,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2002,Burgundy Red,2002,505,Guest Pantry 1,1
DRC Echézeaux 2012,Burgundy Red,2012,3160,Guest Pantry 2,1
Claude Dugat Gevrey 1er Cru 2009,Burgundy Red,2009,820,Main Cellar A2,1
Meo‑Camuzet Clos de Vougeot 2001,Burgundy Red,2001,1665,Wine Fridge Port,1
Claude Dugat Gevrey 1er Cru 2002,Burgundy Red,2002,425,Wine Fridge Starboard,1
Faiveley Mazis‑Chambertin 2002,Burgundy Red,2002,775,Main Cellar A1,1
DRC Echézeaux 2018,Burgundy Red,2018,2020,Main Cellar B1,1
Faiveley Mazis‑Chambertin 2012,Burgundy Red,2012,1660,Main Cellar A2,1
Denis Mortet Chambertin 2019,Burgundy Red,2019,1000,Main Cellar A2,1
Denis Mortet Chambertin 2019,Burgundy Red,2019,630,Fridge 2,1
Meo‑Camuzet Clos de Vougeot 2010,Burgundy Red,2010,2700,Main Cellar A2,1
Georges Roumier Bonnes‑Mares 2010,Burgundy Red,2010,1980,Wine Fridge Port,1
Comte Liger‑Belair La Romanée 2012,Burgundy Red,2012,765,Wine Fridge Port,1
DRC Echézeaux 2010,Burgundy Red,2010,1130,Guest Pantry 2,1
Domaine Dujac Clos de la Roche 2014,Burgundy Red,2014,320,Main Cellar B3,1
Comte Liger‑Belair La Romanée 2009,Burgundy Red,2009,605,Main Cellar A2,1
DRC Echézeaux 2002,Burgundy Red,2002,395,Wine Fridge Starboard,1
Domaine Dujac Clos de la Roche 2021,Burgundy Red,2021,1135,Main Cellar B3,1
Armand Rousseau Chambertin 2008,Burgundy Red,2008,3030,Fridge 1,1
Faiveley Mazis‑Chambertin 2016,Burgundy Red,2016,320,Main Cellar A2,1
Meo‑Camuzet Clos de Vougeot 2005,Burgundy Red,2005,1970,Main Cellar B3,1
Domaine Dujac Clos de la Roche 2016,Burgundy Red,2016,1520,Main Cellar A1,1
Domaine Dujac Clos de la Roche 2018,Burgundy Red,2018,925,Main Cellar B3,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2008,Burgundy Red,2008,1310,Guest Pantry 1,1
Denis Mortet Chambertin 2015,Burgundy Red,2015,790,Guest Pantry 2,1
Faiveley Mazis‑Chambertin 2002,Burgundy Red,2002,870,Main Cellar A2,1
Domaine Dujac Clos de la Roche 2003,Burgundy Red,2003,755,Guest Pantry 2,1
Georges Roumier Bonnes‑Mares 2009,Burgundy Red,2009,1030,Main Cellar B3,1
Joseph Drouhin Clos des Mouches 2009,Burgundy Red,2009,3845,Fridge 2,1
DRC Echézeaux 2016,Burgundy Red,2016,795,Guest Pantry 2,1
Armand Rousseau Chambertin 2019,Burgundy Red,2019,2925,Main Cellar A1,1
Denis Mortet Chambertin 2005,Burgundy Red,2005,1610,Guest Pantry 2,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2015,Burgundy Red,2015,690,Main Cellar B1,1
Meo‑Camuzet Clos de Vougeot 2010,Burgundy Red,2010,475,Main Cellar A1,1
Claude Dugat Gevrey 1er Cru 2018,Burgundy Red,2018,1390,Wine Fridge Port,1
Meo‑Camuzet Clos de Vougeot 2018,Burgundy Red,2018,1680,Wine Fridge Port,1
Joseph Drouhin Clos des Mouches 2005,Burgundy Red,2005,2530,Guest Pantry 1,1
Domaine Dujac Clos de la Roche 2009,Burgundy Red,2009,1570,Wine Fridge Starboard,1
Claude Dugat Gevrey 1er Cru 2009,Burgundy Red,2009,1770,Main Cellar A1,1
Faiveley Mazis‑Chambertin 2014,Burgundy Red,2014,640,Guest Pantry 2,1
Faiveley Mazis‑Chambertin 2005,Burgundy Red,2005,1180,Guest Pantry 2,1
Joseph Drouhin Clos des Mouches 2014,Burgundy Red,2014,2380,Guest Pantry 1,1
DRC Echézeaux 2015,Burgundy Red,2015,360,Fridge 2,1
Faiveley Mazis‑Chambertin 2018,Burgundy Red,2018,460,Guest Pantry 1,1
Claude Dugat Gevrey 1er Cru 2012,Burgundy Red,2012,845,Fridge 1,1
Claude Dugat Gevrey 1er Cru 2002,Burgundy Red,2002,985,Guest Pantry 1,1
Denis Mortet Chambertin 2010,Burgundy Red,2010,1640,Fridge 1,1
Joseph Drouhin Clos des Mouches 2009,Burgundy Red,2009,3065,Main Cellar A2,1
Domaine Dujac Clos de la Roche 2019,Burgundy Red,2019,2835,Main Cellar B1,1
Faiveley Mazis‑Chambertin 2012,Burgundy Red,2012,1370,Main Cellar B1,1
Denis Mortet Chambertin 2009,Burgundy Red,2009,575,Fridge 1,1
Meo‑Camuzet Clos de Vougeot 2012,Burgundy Red,2012,2380,Wine Fridge Port,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2008,Burgundy Red,2008,995,Main Cellar B1,1
Armand Rousseau Chambertin 2015,Burgundy Red,2015,1105,Wine Fridge Starboard,1
Joseph Drouhin Clos des Mouches 2007,Burgundy Red,2007,905,Wine Fridge Port,1
Comte Liger‑Belair La Romanée 2014,Burgundy Red,2014,1295,Main Cellar B1,1
Meo‑Camuzet Clos de Vougeot 2014,Burgundy Red,2014,2090,Fridge 2,1
Meo‑Camuzet Clos de Vougeot 2012,Burgundy Red,2012,1500,Guest Pantry 1,1
Joseph Drouhin Clos des Mouches 2019,Burgundy Red,2019,635,Main Cellar A1,1
Joseph Drouhin Clos des Mouches 2015,Burgundy Red,2015,320,Guest Pantry 2,1
DRC Echézeaux 2019,Burgundy Red,2019,1565,Guest Pantry 1,1
Comte Liger‑Belair La Romanée 2003,Burgundy Red,2003,1520,Wine Fridge Starboard,1
Claude Dugat Gevrey 1er Cru 2012,Burgundy Red,2012,985,Guest Pantry 1,1
Georges Roumier Bonnes‑Mares 2018,Burgundy Red,2018,1065,Wine Fridge Starboard,1
Comte Liger‑Belair La Romanée 2014,Burgundy Red,2014,1480,Guest Pantry 1,1
Joseph Drouhin Clos des Mouches 2010,Burgundy Red,2010,2025,Wine Fridge Port,1
DRC Echézeaux 2016,Burgundy Red,2016,2320,Fridge 1,1
Claude Dugat Gevrey 1er Cru 2012,Burgundy Red,2012,950,Guest Pantry 1,1
Denis Mortet Chambertin 2018,Burgundy Red,2018,885,Wine Fridge Port,1
Denis Mortet Chambertin 2009,Burgundy Red,2009,1060,Wine Fridge Port,1
DRC Echézeaux 2010,Burgundy Red,2010,1030,Guest Pantry 1,1
DRC Echézeaux 2010,Burgundy Red,2010,755,Fridge 1,1
Denis Mortet Chambertin 2008,Burgundy Red,2008,895,Fridge 2,1
Domaine Dujac Clos de la Roche 2012,Burgundy Red,2012,3320,Fridge 2,1
Faiveley Mazis‑Chambertin 2019,Burgundy Red,2019,1020,Fridge 1,1
Claude Dugat Gevrey 1er Cru 2005,Burgundy Red,2005,1825,Main Cellar B3,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2016,Burgundy Red,2016,1585,Guest Pantry 2,1
DRC Echézeaux 2010,Burgundy Red,2010,540,Wine Fridge Port,1
Claude Dugat Gevrey 1er Cru 2016,Burgundy Red,2016,1460,Main Cellar A2,1
Meo‑Camuzet Clos de Vougeot 2012,Burgundy Red,2012,665,Fridge 1,1
Comte Liger‑Belair La Romanée 2019,Burgundy Red,2019,1630,Main Cellar A1,1
DRC Echézeaux 2016,Burgundy Red,2016,1595,Wine Fridge Starboard,1
Meo‑Camuzet Clos de Vougeot 2018,Burgundy Red,2018,1575,Main Cellar B3,1
Armand Rousseau Chambertin 2005,Burgundy Red,2005,895,Wine Fridge Starboard,1
Joseph Drouhin Clos des Mouches 2012,Burgundy Red,2012,1515,Main Cellar B1,1
Joseph Drouhin Clos des Mouches 2022,Burgundy Red,2022,1430,Main Cellar A2,1
Faiveley Mazis‑Chambertin 2011,Burgundy Red,2011,1415,Fridge 2,1
Denis Mortet Chambertin 2008,Burgundy Red,2008,660,Main Cellar B1,1
Comte Liger‑Belair La Romanée 2016,Burgundy Red,2016,360,Guest Pantry 1,1
Georges Roumier Bonnes‑Mares 2012,Burgundy Red,2012,2020,Main Cellar A2,1
Faiveley Mazis‑Chambertin 2016,Burgundy Red,2016,2160,Main Cellar B3,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2014,Burgundy Red,2014,1070,Main Cellar B3,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2010,Burgundy Red,2010,1265,Main Cellar B1,1
Georges Roumier Bonnes‑Mares 2019,Burgundy Red,2019,470,Main Cellar B3,1
Comte Liger‑Belair La Romanée 2010,Burgundy Red,2010,2185,Fridge 1,1
Meo‑Camuzet Clos de Vougeot 2019,Burgundy Red,2019,615,Fridge 1,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2007,Burgundy Red,2007,2085,Wine Fridge Port,1
Meo‑Camuzet Clos de Vougeot 2009,Burgundy Red,2009,1435,Main Cellar B3,1
Meo‑Camuzet Clos de Vougeot 2012,Burgundy Red,2012,540,Main Cellar A2,1
Denis Mortet Chambertin 1999,Burgundy Red,1999,320,Wine Fridge Port,1
Armand Rousseau Chambertin 2012,Burgundy Red,2012,1190,Main Cellar B1,1
Claude Dugat Gevrey 1er Cru 2016,Burgundy Red,2016,1915,Main Cellar A1,1
Claude Dugat Gevrey 1er Cru 2016,Burgundy Red,2016,935,Wine Fridge Port,1
Claude Dugat Gevrey 1er Cru 2015,Burgundy Red,2015,975,Main Cellar B3,1
Meo‑Camuzet Clos de Vougeot 2012,Burgundy Red,2012,2040,Main Cellar B3,1
Domaine Dujac Clos de la Roche 2009,Burgundy Red,2009,910,Guest Pantry 1,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2016,Burgundy Red,2016,2690,Main Cellar A1,1
Comte Liger‑Belair La Romanée 2014,Burgundy Red,2014,1265,Guest Pantry 2,1
Armand Rousseau Chambertin 2010,Burgundy Red,2010,935,Fridge 1,1
Faiveley Mazis‑Chambertin 2018,Burgundy Red,2018,515,Fridge 1,1
Domaine Dujac Clos de la Roche 2002,Burgundy Red,2002,1685,Guest Pantry 2,1
Joseph Drouhin Clos des Mouches 2005,Burgundy Red,2005,320,Fridge 2,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2014,Burgundy Red,2014,475,Wine Fridge Starboard,1
Claude Dugat Gevrey 1er Cru 2012,Burgundy Red,2012,1340,Wine Fridge Starboard,1
Domaine Dujac Clos de la Roche 2014,Burgundy Red,2014,1685,Main Cellar A2,1
Comte Liger‑Belair La Romanée 2015,Burgundy Red,2015,2355,Main Cellar B3,1
Domaine Dujac Clos de la Roche 2009,Burgundy Red,2009,475,Guest Pantry 1,1
DRC Echézeaux 2022,Burgundy Red,2022,770,Wine Fridge Starboard,1
DRC Echézeaux 2012,Burgundy Red,2012,1085,Wine Fridge Port,1
Meo‑Camuzet Clos de Vougeot 2012,Burgundy Red,2012,1145,Main Cellar B1,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2012,Burgundy Red,2012,1685,Main Cellar A1,1
Georges Roumier Bonnes‑Mares 2012,Burgundy Red,2012,1025,Fridge 1,1
DRC Echézeaux 2015,Burgundy Red,2015,1135,Main Cellar B1,1
Denis Mortet Chambertin 2015,Burgundy Red,2015,640,Main Cellar A2,1
Denis Mortet Chambertin 2015,Burgundy Red,2015,3505,Main Cellar A2,1
Comte Liger‑Belair La Romanée 2010,Burgundy Red,2010,430,Wine Fridge Port,1
Faiveley Mazis‑Chambertin 2012,Burgundy Red,2012,1050,Main Cellar B3,1
Meo‑Camuzet Clos de Vougeot 2014,Burgundy Red,2014,1180,Fridge 1,1
Georges Roumier Bonnes‑Mares 2008,Burgundy Red,2008,1250,Wine Fridge Starboard,1
Comte Liger‑Belair La Romanée 2002,Burgundy Red,2002,1295,Main Cellar A1,1
Armand Rousseau Chambertin 2002,Burgundy Red,2002,1295,Main Cellar A2,1
Denis Mortet Chambertin 2018,Burgundy Red,2018,2095,Wine Fridge Port,1
Claude Dugat Gevrey 1er Cru 2019,Burgundy Red,2019,1115,Main Cellar B3,1
Denis Mortet Chambertin 2005,Burgundy Red,2005,1015,Main Cellar A2,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2009,Burgundy Red,2009,545,Fridge 2,1
Armand Rousseau Chambertin 2017,Burgundy Red,2017,1370,Main Cellar A1,1
